feature_name,Supergroup,MapSymbol,X,Y,Z,coord,val,strike,dip,gx,gy,gz,intrusion_contact_type,intrusion_side,intrusion_anisotropy,,,
Sill_a1,Rvcq,Rv,520257.392,5259318.393,78,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,515162.452,5243061.006,220,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,514697.092,5241457.469,184,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pch,Pch,526962.781,5242172.29,96,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pch,Pch,526322.906,5242293.794,40,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pch,Pch,526730.283,5242301.293,103,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pch,Pch,527034.037,5242388.794,124,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pch,Pch,527040.102,5242495.296,132,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pua,Pua,525894.852,5242595.3,10,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pch,Pch,526943.42,5242700.299,147,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pua,Pua,525664.612,5243071.307,19,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pch,Pch,527138.312,5243230.808,124,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,515293.642,5243246.013,225,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pch,Pch,527355.817,5243288.81,124,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,515529.019,5243309.022,252,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,515040.517,5243368.508,239,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,515796.302,5243376.032,290,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pua,Pua,527476.947,5243398.313,101,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,516093.587,5243600.545,295,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,517111.466,5244646.56,330,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pum,Pum,528454.158,5246549.809,121,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,R,Rqp,521868.13,5247238.818,329,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,R,Rqp,521819.444,5247379.318,340,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,R,Rqp,522272.996,5247648.818,302,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pch,Pch,522272.59,5248356.315,340,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,522819.454,5248430.816,387,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,522976.232,5248504.816,364,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pua,Pua,522529.803,5248560.315,278,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,523926.84,5248770.814,254,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,523785.997,5248782.315,308,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,523442.847,5248818.315,260,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,523252.163,5248854.815,286,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,523191.383,5248869.315,305,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,524468.302,5249408.812,227,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,524672.613,5249601.311,211,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,524747.988,5249797.812,143,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,524242.515,5253503.319,151,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pua,Pua,525725.673,5243042.307,17,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pum,Pum,528618.288,5246563.309,92,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Pum,Pum,528900.294,5247480.301,182,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,522593.02,5248413.316,353,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,Rqp,Rqp,522783.579,5248495.816,356,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a1,n/a,n/a,526575.383,5252533.309,20,,,,,,,,lateral,TRUE,,,,
Sill_a1,n/a,n/a,513172.823,5243130.465,342,,,,,,,,lateral,TRUE,,,,
Sill_a1,n/a,n/a,513209.547,5243707.975,460,,,,,,,,lateral,TRUE,,,,
Sill_a1,n/a,n/a,525858.968,5256850.842,17,,,,,,,,lateral,TRUE,,,,
Sill_a1,n/a,n/a,525806.094,5257366.844,36,,,,,,,,lateral,TRUE,,,,
Sill_a1,n/a,n/a,525901.842,5256686.84,12,,,,,,,,lateral,TRUE,,,,
Sill_a1,,synt point,512422.589,5250302.63,637,,,,,,,,lateral,TRUE,,,,
Sill_a1,Pua,Pua,526886.51,5240288.274,5,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521999.617,5240487.794,119,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521833.336,5240500.793,110,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puc,Puo-Puc,521529.869,5240639.794,142,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521874.65,5240668.295,114,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521072.28,5240673.792,258,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Pua,Pua,526707.201,5240694.278,2,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,520550.665,5240758.288,247,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puc,Puo-Puc,521590.559,5240827.796,147,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,522041.684,5240872.298,124,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,518723.093,5241343.034,239,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Pucm,Puo-Puc,520704.421,5241429.298,286,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,517864.565,5241510.53,224,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Pucm,Puo-Puc,520635.113,5241753.302,285,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Pucm,Puo-Puc,520167.525,5242172.305,280,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,516770.326,5242527.039,227,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521911.796,5242532.313,169,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,522105.543,5242614.814,135,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521664.582,5242694.314,160,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521962.985,5242766.315,150,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,522196.639,5242966.817,135,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,522145.674,5243208.818,153,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,522042.458,5243399.819,172,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521864.337,5243550.32,184,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Puo-Puc,520964.941,5243648.316,207,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521845.495,5243732.321,154,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Puo-Puc,520911.599,5243817.316,177,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Puo-Puc,521112.816,5243847.317,193,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521306.503,5243967.819,156,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521510.625,5243979.32,137,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521583.313,5244164.82,153,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521425.347,5244346.32,174,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521721.686,5244367.321,144,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Pua,Pua,523576.536,5244938.327,210,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Pua,Pua,523686.034,5244994.327,219,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Plnm,Pln-Pff,521897.308,5244134.322,122,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,518971.369,5240883.527,264,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,518922.282,5241553.54,246,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Pucm,Puo-Puc,519600.901,5241585.046,267,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,518860.882,5242214.551,267,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,517867.919,5242589.547,250,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,516668.204,5242704.041,241,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,517988.64,5242910.049,260,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Puom,Puo-Puc,519492.289,5243057.056,286,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,,synt point,514788.145,5246781.458,970,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,,synt point,514096.75,5247991.398,1060,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,,synt point,516427.736,5250396.462,1260,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,,synt point,516852.45,5250998.962,1244,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a1,Pff,Pln-Pff,521517.128,5244743.321,192,,,,,,,,unknown,,Tasmanian Basin,,,
Sill_a1,Pff,Pln-Pff,521179.006,5244441.819,198,,,,,,,,unknown,,Tasmanian Basin,,,
Sill_a1,n/a,n/a,522989.576,5244228.325,216,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,523234.854,5244232.326,186,,,,,,,,unknown,,,,,
Sill_a1,Puom,Puo-Puc,519278.239,5244487.056,336,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,522407.521,5244597.324,217,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,524749.998,5245026.323,174,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,525142.183,5245203.822,129,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,517302.001,5245948.063,488,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,516887.597,5246134.566,380,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,516521.286,5246247.068,410,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,525040.738,5247401.308,190,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,525288.426,5247562.306,226,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,525413.864,5247706.805,240,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,525457.364,5247978.804,247,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,525005.988,5248753.303,283,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,525101.801,5248913.804,248,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,525136.739,5249165.305,242,,,,,,,,unknown,,,,,
Sill_a1,Puom,Puo-Puc,519910.486,5244609.061,349,,,,,,,,unknown,,,,,
Sill_a1,n/a,n/a,516162.85,5246791.063,610,,,,,,,,unknown,,,,,
Sill_a1,,synt point,521676.7214,5245339.822,161,,,,,,,,unknown,,,,,
Sill_a1_frame,,,516563,5242900,219,1,,104.1,,-0.97,0.24,0,,,,,,
Sill_a1_frame,,,525033,5257611,28,1,,115,,-0.91,0.42,0,,,,,,
Sill_a1_frame,,,524580,5258793,32,1,,118.4,,-0.88,0.48,0,,,,,,
Sill_a1_frame,,,526370,5254237,115,1,,126.3,,-0.81,0.59,0,,,,,,
Sill_a1_frame,,,519037,5249616,1261,1,,126.3,,-0.81,0.59,0,,,,,,
Sill_a1_frame,,,519236,5250594,1264,1,,129.7,,-0.77,0.64,0,,,,,,
Sill_a1_frame,,,519422,5250241,1071,1,,137.9,,-0.67,0.74,0,,,,,,
Sill_a1_frame,,,525712,5254548,95,1,,147.5,,-0.54,0.84,0,,,,,,
Sill_a1_frame,,,528023,5247416,346,1,,174.5,,-0.1,1,0,,,,,,
Sill_a1_frame,,,519299,5251383,1001,1,,181.9,,0.03,1,0,,,,,,
Sill_a1_frame,,,525517,5247416,48,1,,262.9,,0.99,0.12,0,,,,,,
Sill_a1_frame,,,518856,5248409,1155,1,,275.9,,-0.99,0.1,0,,,,,,
Sill_a1_frame,,,519592,5245707,483,1,0,306.7,,,,,,,,,,
Sill_a1_frame,,,524972,5247929,203,1,,311.6,,-0.75,0.66,0,,,,,,
Sill_a1_frame,,,512222,5252891,1111,1,,318.9,,-0.66,0.75,0,,,,,,
Sill_a1_frame,,,527226,5253291,34,1,,339.1,,-0.36,0.93,0,,,,,,
Sill_a1_frame,,,519592,5245707,483,1,,306.7,,-0.8,0.6,0,,,,,,
Sill_a1_frame,,,523917.2602,5247238.639,336,2,,,,0.94,0.29,0,,,,,,
Sill_a1_frame,,,522080.4593,5250946.256,256,2,,,,0.94,0.29,0,,,,,,
Sill_a1_frame,,,518712.991,5257681.193,521,2,,,,0.94,0.29,0,,,,,,
Sill_a1_frame,,,524890.6437,5245112.262,176,2,0,,,,,,,,,,,
Sill_a1_frame,,,522624.6966,5249925.811,190,2,0,,,,,,,,,,,
Sill_a1_frame,,,518372.0202,5258569.379,375,2,0,,,,,,,,,,,
Sill_a1_frame,,,519733.436,5255640.303,250,2,0,,,,,,,,,,,
Sill_a1_frame,,,520345.7029,5254347.739,189,2,,,,0.94,0.29,0,,,,,,
Sill_a2,Puom,Puo-Puc,516668.204,5242704.041,241,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,516770.326,5242527.039,227,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,517864.565,5241510.53,224,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,517867.919,5242589.547,250,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,517988.64,5242910.049,260,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,518723.093,5241343.034,239,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,518860.882,5242214.551,267,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,518922.282,5241553.54,246,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,518971.369,5240883.527,264,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,519278.239,5244487.056,336,,,,,,,,unknown,,,,,
Sill_a2,Puom,Puo-Puc,519492.289,5243057.056,286,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pucm,Puo-Puc,519600.901,5241585.046,267,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puom,Puo-Puc,519910.486,5244609.061,349,,,,,,,,unknown,,,,,
Sill_a2,Pucm,Puo-Puc,520167.525,5242172.305,280,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,520550.665,5240758.288,247,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pucm,Puo-Puc,520635.113,5241753.302,285,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pucm,Puo-Puc,520704.421,5241429.298,286,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,520901.677,5241984.306,195,,,,,,,,fault,,,,,
Sill_a2,Plnm,Puo-Puc,520911.599,5243817.316,177,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Puo-Puc,520964.941,5243648.316,207,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521072.28,5240673.792,258,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Puo-Puc,521112.816,5243847.317,193,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pff,Pln-Pff,521179.006,5244441.819,198,,,,,,,,unknown,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521306.503,5243967.819,156,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,521388.891,5241894.807,143,,,,,,,,fault,,,,,
Sill_a2,Plnm,Pln-Pff,521425.347,5244346.32,174,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521510.625,5243979.32,137,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pff,Pln-Pff,521517.128,5244743.321,192,,,,,,,,unknown,,Tasmanian Basin,,,
Sill_a2,Puc,Puo-Puc,521529.869,5240639.794,142,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,521552.162,5241393.802,177,,,,,,,,fault,,,,,
Sill_a2,Plnm,Pln-Pff,521583.313,5244164.82,153,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puc,Puo-Puc,521590.559,5240827.796,147,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521664.582,5242694.314,160,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,,synt point,521676.7214,5245339.822,161,,,,,,,,unknown,,,,,
Sill_a2,Plnm,Pln-Pff,521721.686,5244367.321,144,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521833.336,5240500.793,110,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521845.495,5243732.321,154,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521864.337,5243550.32,184,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521874.65,5240668.295,114,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521897.308,5244134.322,122,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521911.796,5242532.313,169,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521962.985,5242766.315,150,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,521999.617,5240487.794,119,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,522041.684,5240872.298,124,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,522042.458,5243399.819,172,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,522105.543,5242614.814,135,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,522145.674,5243208.818,153,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Plnm,Pln-Pff,522196.639,5242966.817,135,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,522407.521,5244597.324,217,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,522989.576,5244228.325,216,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,523234.854,5244232.326,186,,,,,,,,unknown,,,,,
Sill_a2,Pua,Pua,523576.536,5244938.327,210,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pua,Pua,523686.034,5244994.327,219,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,524749.998,5245026.323,174,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,525040.738,5247401.308,190,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,525142.183,5245203.822,129,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,525288.426,5247562.306,226,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,525387.057,5244844.819,60,,,,,,,,fault,,,,,
Sill_a2,n/a,n/a,525413.864,5247706.805,240,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,525457.364,5247978.804,247,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,525480.184,5243865.817,20,,,,,,,,fault,,,,,
Sill_a2,Pua,Pua,525664.612,5243071.307,19,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pua,Pua,525725.673,5243042.307,17,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pua,Pua,525771.922,5242996.306,14,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pua,Pua,525894.852,5242595.3,10,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pch,Pch,526322.906,5242293.794,40,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pua,Pua,526707.201,5240694.278,2,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pch,Pch,526730.283,5242301.293,103,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pua,Pua,526886.51,5240288.274,5,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pch,Pch,526943.42,5242700.299,147,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pch,Pch,526962.781,5242172.29,96,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pch,Pch,527034.037,5242388.794,124,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pch,Pch,527040.102,5242495.296,132,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pch,Pch,527138.312,5243230.808,124,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pch,Pch,527355.817,5243288.81,124,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pua,Pua,527476.947,5243398.313,101,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pum,Pum,528454.158,5246549.809,121,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pum,Pum,528483.097,5246612.809,111,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pum,Pum,528618.288,5246563.309,92,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pum,Pum,528900.294,5247480.301,182,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,n/a,n/a,529372.676,5248255.789,20,,,,,,,,fault,,,,,
Sill_a2,n/a,n/a,529504.616,5247615.794,7,,,,,,,,fault,,,,,
Sill_a2,n/a,n/a,517431.346,5254224.608,448,,,,,,,,fault,,,,,
Sill_a2,Pch,Pch,517532.653,5257764.656,525,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a2,Pua,Pua,517633.151,5255114.116,561,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pua,Pua,517654.721,5253428.096,449,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Pua,Pua,517688.131,5253422.596,461,,,,,,,,floor? (upper levels),,Tasmanian Basin,,,
Sill_a2,Puc,Puo-Puc,517996.942,5258082.654,466,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,518246.086,5255401.616,403,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,518378.908,5253564.588,390,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,518681.23,5255914.618,412,,,,,,,,unknown,,,,,
Sill_a2,Pff,Pln-Pff,518873.859,5255954.617,407,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,518896.545,5256577.122,427,,,,,,,,unknown,,,,,
Sill_a2,Pff,Pln-Pff,519356.572,5256885.127,381,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,519694.659,5254929.104,176,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,520439.03,5256309.867,126,,,,,,,,unknown,,,,,
Sill_a2,n/a,n/a,520992.677,5253085.325,225,,,,,,,,fault,,,,,
Sill_a2,Puc,Puo-Puc,521170.232,5253448.582,248,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puc,Puo-Puc,521467.788,5253568.082,241,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Puc,Puo-Puc,522120.126,5252626.074,288,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,Pln,Pln-Pff,522383.364,5253164.013,222,,,,,,,,roof,,Tasmanian Basin,,,
Sill_a2,n/a,n/a,522623.893,5253325.825,131,,,,,,,,lateral,TRUE,,,,
Sill_a2_frame,,,516780.5701,5253689.406,1249,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,513505,5257041,496,1,,142.8,,-0.6,0.8,0,,,,,,
Sill_a2_frame,,,519413,5255144,334,1,,293.8,,-0.91,0.4,0,,,,,,
Sill_a2_frame,,,516563,5242900,219,1,,104.1,,-0.97,0.24,0,,,,,,
Sill_a2_frame,,,528023,5247416,346,1,,174.5,,-0.1,1,0,,,,,,
Sill_a2_frame,,,525517,5247416,48,1,,262.9,,0.99,0.12,0,,,,,,
Sill_a2_frame,,,519592,5245707,483,1,0,306.7,,,,,,,,,,
Sill_a2_frame,,,519592,5245707,483,1,,306.7,,-0.8,0.6,0,,,,,,
Sill_a2_frame,,,521298.1182,5248633.248,438,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,517561.9824,5255989.62,592,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,515884.6857,5259168.891,353,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,523517.4942,5244373.801,100,2,,,,0.94,0.29,0,,,,,,
Sill_a2_frame,,,520370.6573,5250411.6,635,2,0,,,,,,,,,,,
Sill_a2_frame,,,518917.08,5253497.368,521,2,0,,,,,,,,,,,
Sill_a2_frame,,,516706.116,5257681.193,385,2,0,,,,,,,,,,,
Sill_a2_frame,,,522140.869,5244780.576,165,2,0,,,,,,,,,,,
Sill_a3,n/a,n/a,531929.654,5259755.854,218,,,,,,,,unknown,,,,,
Sill_a3,n/a,n/a,532517.341,5259020.342,202,,,,,,,,unknown,,,,,
Sill_a3,n/a,n/a,532622.967,5258962.341,210,,,,,,,,unknown,,,,,
Sill_a3,n/a,n/a,532731.03,5258829.339,166,,,,,,,,unknown,,,,,
Sill_a3,n/a,n/a,533834.478,5258482.34,90,,,,,,,,unknown,,,,,
Sill_a3,Pch,Pch,533849.668,5258700.341,149,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Pch,Pch,533985.607,5258878.844,169,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,Pch,Pch,534010.792,5258503.841,80,,,,,,,,floor,,Tasmanian Basin,,,
Sill_a3,n/a,n/a,534162.175,5259325.351,105,,,,,,,,fault,,,,,
Sill_a3,n/a,n/a,534167.737,5259249.85,109,,,,,,,,fault,,,,,
